5968,8.863,-0.007,-13.865,66,1,270.79
5994,8.874,-0.005,-13.856,64,1,270.74
6021,8.882,-0.008,-13.852,70,1,270.77
6050,8.892,-0.002,-13.849,79,1,270.86
6051,8.894,-0.014,-13.851,49,1,270.95
6078,8.906,-0.011,-13.843,74,1,270.95
6079,8.908,-0.022,-13.847,37,1,271.09
6105,8.915,-0.01,-13.84,90,1,271.02
6106,8.917,-0.021,-13.842,68,1,271.11
6131,8.927,-0.007,-13.839,98,1,271.21
6132,8.926,-0.019,-13.838,43,1,271.16
6155,8.939,-0.004,-13.828,143,1,271.12
6156,8.94,-0.015,-13.83,70,1,271.19
6157,8.953,-0.027,-13.85,52,1,271.98
6188,8.948,-0.004,-13.828,154,1,271.28
6189,8.948,-0.015,-13.826,87,1,271.22
6190,8.96,-0.027,-13.845,62,1,271.97
6228,8.958,-0.009,-13.823,89,1,271.32
6229,8.964,-0.02,-13.831,70,1,271.65
6230,8.966,-0.032,-13.835,107,1,271.8
6288,8.972,-0.006,-13.818,129,1,271.43
6289,8.972,-0.017,-13.817,50,1,271.41
6290,8.98,-0.029,-13.83,100,1,271.91
6372,8.979,-0.003,-13.809,145,1,271.31
6373,8.98,-0.015,-13.811,57,1,271.38
6374,8.988,-0.026,-13.824,62,1,271.89
6453,8.991,-0.011,-13.809,98,1,271.53
6454,9.002,-0.023,-13.827,45,1,272.22
6532,9.003,-0.009,-13.802,97,1,271.55
6533,9.003,-0.02,-13.802,62,1,271.55
6599,9.013,0,-13.8,116,1,271.67
6600,9.011,-0.012,-13.797,71,1,271.56
6649,9.02,-0.008,-13.792,47,1,271.58
6681,9.033,-0.005,-13.785,45,1,271.62
6701,9.045,-0.006,-13.785,39,1,271.84
6707,9.053,-0.002,-13.778,44,1,271.79
22,8.695,0.387,-13.923,41,1,269.45
23,8.696,0.376,-13.925,89,1,269.53
24,8.694,0.364,-13.922,93,1,269.41
25,8.692,0.353,-13.918,141,1,269.26
26,8.696,0.342,-13.925,106,1,269.53
27,8.693,0.33,-13.921,78,1,269.36
28,8.698,0.319,-13.929,119,1,269.67
29,8.696,0.307,-13.925,132,1,269.53
30,8.696,0.296,-13.925,148,1,269.53
31,8.697,0.284,-13.927,155,1,269.6
32,8.696,0.273,-13.924,159,1,269.5
33,8.696,0.262,-13.925,160,1,269.53
44,8.707,0.412,-13.917,21,1,269.49
45,8.705,0.4,-13.915,75,1,269.4
46,8.705,0.388,-13.914,111,1,269.38
47,8.706,0.377,-13.915,123,1,269.42
48,8.708,0.366,-13.918,84,1,269.54
49,8.703,0.354,-13.911,144,1,269.26
50,8.706,0.343,-13.916,163,1,269.45
51,8.706,0.331,-13.915,163,1,269.42
52,8.706,0.319,-13.916,162,1,269.45
53,8.705,0.308,-13.915,157,1,269.4
