3.076,-0.01,-14.546,1
3.078,-0.021,-14.551,1
3.076,-0.031,-14.545,1
3.076,-0.041,-14.544,2
3.076,-0.052,-14.543,2
3.089,-0.007,-14.542,1
3.09,-0.017,-14.546,1
3.089,-0.027,-14.542,1
3.089,-0.038,-14.543,2
3.09,-0.049,-14.545,2
3.1,-0.007,-14.548,1
3.101,-0.018,-14.549,1
3.1,-0.028,-14.547,2
3.101,-0.038,-14.55,2
3.109,-0.004,-14.55,1
3.109,-0.014,-14.549,1
3.109,-0.024,-14.545,2
3.109,-0.035,-14.548,2
3.122,-0.003,-14.547,1
3.122,-0.013,-14.547,2
3.122,-0.023,-14.549,2
3.133,-0.002,-14.555,1
3.131,-0.013,-14.544,2
3.132,-0.023,-14.55,2
3.142,-0.009,-14.553,2
2.753,-0.004,-14.513,2
2.763,-0.046,-14.568,2
2.764,-0.001,-14.51,2
2.765,-0.011,-14.514,2
2.776,-0.002,-14.515,1
2.774,-0.013,-14.511,2
2.775,-0.023,-14.514,2
2.785,-0.009,-14.514,1
2.785,-0.019,-14.515,2
2.785,-0.03,-14.514,2
2.796,-0.051,-14.568,2
2.796,-0.007,-14.514,1
2.797,-0.017,-14.519,1
2.796,-0.027,-14.514,2
2.797,-0.038,-14.52,2
2.806,-0.007,-14.517,1
2.805,-0.017,-14.514,1
2.806,-0.027,-14.517,2
2.805,-0.038,-14.514,2
2.811,-0.048,-14.545,2
2.818,-0.002,-14.518,1
2.818,-0.012,-14.517,1
2.818,-0.022,-14.519,1
2.818,-0.032,-14.52,1
2.817,-0.043,-14.514,2
2.819,-0.053,-14.521,2
2.829,-0.009,-14.516,1
2.83,-0.019,-14.521,1
2.83,-0.029,-14.519,1
2.83,-0.039,-14.521,1
2.829,-0.05,-14.517,2
2.839,-0.01,-14.521,1
2.839,-0.021,-14.523,1
2.838,-0.031,-14.519,1
2.839,-0.041,-14.521,1
2.837,-0.051,-14.514,2
2.839,-0.062,-14.524,2
2.85,-0.005,-14.522,1
2.85,-0.015,-14.519,1
2.85,-0.025,-14.523,1
2.849,-0.036,-14.519,1
2.85,-0.047,-14.52,1
2.849,-0.057,-14.517,2
2.85,-0.067,-14.52,2
2.863,-0.004,-14.521,1
2.864,-0.015,-14.525,1
2.862,-0.025,-14.52,1
2.863,-0.035,-14.523,1
2.862,-0.045,-14.52,1
2.863,-0.056,-14.522,2
2.863,-0.066,-14.522,2
2.871,-0.008,-14.525,1
2.871,-0.019,-14.522,1
2.871,-0.029,-14.527,1
2.871,-0.04,-14.523,1
2.871,-0.05,-14.526,1
2.871,-0.06,-14.524,2
2.883,-0.007,-14.526,1
2.882,-0.018,-14.522,1
2.882,-0.028,-14.524,1
2.882,-0.038,-14.523,1
2.882,-0.049,-14.526,1
2.882,-0.059,-14.525,2
2.882,-0.069,-14.524,2
2.895,-0.006,-14.524,1
2.895,-0.016,-14.524,1
2.895,-0.027,-14.526,1
2.895,-0.037,-14.525,1
2.896,-0.047,-14.527,1
2.895,-0.058,-14.524,1
2.895,-0.068,-14.521,2
2.902,-0.009,-14.526,1
2.902,-0.02,-14.526,1
2.902,-0.03,-14.526,1
2.902,-0.04,-14.528,1
2.902,-0.051,-14.527,1
2.903,-0.061,-14.528,1
2.915,-0.007,-14.535,1
2.914,-0.017,-14.528,1
2.915,-0.028,-14.536,1
2.914,-0.038,-14.529,1
2.914,-0.048,-14.528,1
2.913,-0.059,-14.526,1
2.913,-0.069,-14.526,2
2.928,-0.005,-14.529,1
2.928,-0.015,-14.531,1
2.927,-0.026,-14.528,1
2.927,-0.036,-14.528,1
2.928,-0.047,-14.528,1
2.928,-0.057,-14.531,1
2.927,-0.067,-14.526,2
2.934,-0.009,-14.528,1
2.935,-0.02,-14.53,1
2.935,-0.03,-14.529,1
2.935,-0.04,-14.531,1
2.936,-0.051,-14.536,1
