8.4568e+05,3.072,-0.247,-14.645,130,1,223.91
8.4568e+05,3.073,-0.258,-14.648,125,1,224.01
8.4568e+05,3.075,-0.269,-14.658,123,1,224.31
8.4569e+05,3.076,-0.279,-14.663,118,1,224.47
8.4569e+05,3.078,-0.29,-14.671,122,1,224.71
8.4569e+05,3.079,-0.3,-14.677,123,1,224.89
8.4569e+05,3.082,-0.311,-14.689,115,1,225.27
8.4571e+05,3.073,-0.162,-14.585,12,1,222.17
8.4571e+05,3.075,-0.172,-14.591,9,1,222.35
8.4572e+05,3.076,-0.183,-14.599,14,1,222.59
8.4572e+05,3.078,-0.193,-14.606,107,1,222.81
8.4572e+05,3.08,-0.204,-14.613,132,1,223.03
8.4572e+05,3.081,-0.214,-14.62,126,1,223.24
8.4572e+05,3.083,-0.225,-14.628,125,1,223.48
8.4572e+05,3.083,-0.235,-14.63,130,1,223.54
8.4572e+05,3.086,-0.246,-14.643,126,1,223.94
8.4572e+05,3.086,-0.257,-14.646,127,1,224.03
8.4572e+05,3.089,-0.267,-14.659,126,1,224.43
8.4572e+05,3.09,-0.278,-14.662,125,1,224.52
8.4573e+05,3.092,-0.289,-14.67,122,1,224.77
8.4573e+05,3.093,-0.299,-14.676,122,1,224.95
8.4573e+05,3.095,-0.31,-14.688,121,1,225.32
8.4575e+05,3.073,-0.099,-14.533,126,1,220.65
8.4575e+05,3.076,-0.109,-14.545,128,1,221.02
8.4575e+05,3.077,-0.119,-14.549,125,1,221.14
8.4576e+05,3.079,-0.13,-14.561,123,1,221.5
8.4576e+05,3.081,-0.14,-14.569,115,1,221.75
8.4576e+05,3.083,-0.151,-14.577,120,1,221.99
8.4576e+05,3.083,-0.162,-14.58,37,1,222.08
8.4576e+05,3.086,-0.172,-14.594,7,1,222.51
8.4576e+05,3.088,-0.183,-14.601,13,1,222.72
8.4576e+05,3.088,-0.193,-14.603,51,1,222.78
8.4576e+05,3.09,-0.204,-14.61,127,1,223
8.4576e+05,3.092,-0.214,-14.619,125,1,223.28
8.4576e+05,3.093,-0.225,-14.627,122,1,223.52
