4200,6.381,-0.001,-14.334,175,1
4201,6.381,-0.012,-14.335,183,1
4202,6.381,-0.023,-14.334,181,1
4203,6.381,-0.034,-14.335,176,1
4204,6.381,-0.045,-14.335,183,1
4205,6.382,-0.067,-14.335,183,1
4206,6.382,-0.089,-14.335,175,1
4207,6.382,-0.1,-14.335,172,1
4208,6.381,-0.122,-14.333,160,1
4209,6.39,-0.001,-14.33,187,1
4210,6.39,-0.012,-14.33,179,1
4211,6.39,-0.023,-14.331,186,1
4212,6.39,-0.034,-14.331,178,1
4213,6.389,-0.045,-14.33,178,1
4214,6.39,-0.056,-14.33,187,1
4215,6.39,-0.067,-14.331,180,1
4216,6.39,-0.078,-14.332,166,1
4217,6.389,-0.089,-14.329,177,1
4218,6.391,-0.099,-14.333,168,1
4219,6.39,-0.11,-14.331,173,1
4220,6.392,-0.121,-14.335,176,1
4221,6.391,-0.132,-14.333,107,1
4222,6.4,-0.01,-14.328,182,1
4223,6.398,-0.021,-14.324,183,1
4224,6.398,-0.032,-14.323,186,1
4225,6.399,-0.043,-14.326,176,1
4226,6.398,-0.054,-14.325,179,1
4227,6.398,-0.064,-14.323,179,1
4228,6.398,-0.075,-14.325,172,1
4229,6.398,-0.087,-14.325,173,1
4230,6.398,-0.097,-14.323,173,1
4231,6.399,-0.109,-14.326,173,1
4232,6.397,-0.119,-14.322,160,1
4233,6.4,-0.13,-14.328,98,1
4234,6.402,-0.141,-14.332,64,1
4235,6.411,-0.009,-14.319,185,1
4236,6.412,-0.02,-14.322,178,1
4237,6.411,-0.031,-14.32,181,1
4238,6.41,-0.042,-14.317,177,1
4239,6.412,-0.053,-14.321,179,1
4240,6.409,-0.064,-14.314,181,1
4241,6.411,-0.075,-14.319,168,1
4242,6.41,-0.086,-14.317,176,1
4243,6.411,-0.097,-14.319,176,1
4244,6.411,-0.108,-14.319,173,1
4245,6.411,-0.119,-14.319,167,1
4246,6.411,-0.13,-14.319,110,1
4247,6.415,-0.141,-14.327,72,1
4248,6.419,-0.011,-14.316,182,1
4249,6.419,-0.022,-14.316,178,1
4250,6.419,-0.033,-14.314,179,1
4251,6.418,-0.044,-14.313,181,1
4252,6.418,-0.055,-14.314,181,1
4253,6.418,-0.066,-14.312,173,1
4254,6.419,-0.077,-14.315,172,1
4255,6.417,-0.088,-14.311,173,1
4256,6.419,-0.099,-14.314,172,1
4257,6.418,-0.11,-14.312,175,1
4258,6.42,-0.12,-14.318,147,1
4259,6.42,-0.132,-14.317,103,1
4260,6.424,-0.143,-14.327,33,1
4261,6.426,-0.011,-14.308,184,1
4262,6.427,-0.022,-14.309,179,1
4263,6.426,-0.032,-14.307,183,1
4264,6.427,-0.043,-14.31,179,1
4265,6.426,-0.054,-14.307,178,1
4266,6.427,-0.065,-14.309,170,1
4267,6.426,-0.076,-14.307,176,1
4268,6.428,-0.087,-14.311,172,1
4269,6.426,-0.098,-14.307,171,1
4270,6.429,-0.109,-14.312,175,1
4271,6.429,-0.12,-14.312,114,1
4272,6.427,-0.131,-14.309,71,1
4273,6.438,-0.007,-14.301,179,1
4274,6.438,-0.019,-14.302,185,1
4275,6.438,-0.03,-14.3,184,1
4276,6.439,-0.041,-14.305,185,1
4277,6.439,-0.051,-14.304,186,1
4278,6.438,-0.062,-14.3,175,1
4279,6.438,-0.073,-14.302,172,1
4280,6.438,-0.084,-14.3,173,1
4281,6.438,-0.095,-14.302,174,1
4282,6.437,-0.106,-14.3,176,1
4283,6.44,-0.117,-14.307,97,1
4284,6.439,-0.128,-14.304,59,1
4285,6.448,-0.009,-14.3,185,1
4286,6.446,-0.02,-14.297,183,1
4287,6.448,-0.031,-14.299,186,1
4288,6.446,-0.042,-14.297,192,1
4289,6.447,-0.053,-14.297,179,1
4290,6.448,-0.064,-14.299,176,1
4291,6.446,-0.075,-14.297,176,1
4292,6.447,-0.086,-14.298,169,1
4293,6.446,-0.097,-14.297,177,1
4294,6.448,-0.108,-14.3,159,1
4295,6.448,-0.119,-14.299,117,1
4296,6.448,-0.13,-14.3,46,1
4297,6.454,-0.005,-14.29,181,1
4298,6.456,-0.016,-14.293,182,1
4299,6.454,-0.027,-14.29,185,1
7100,6.15,-0.002,-14.467,84,1
7101,6.151,-0.013,-14.469,77,1
7102,6.159,-0.006,-14.462,141,1
7103,6.158,-0.017,-14.459,87,1
7104,6.16,-0.028,-14.465,73,1
7105,6.167,-0.005,-14.453,169,1
7106,6.168,-0.016,-14.457,152,1
7107,6.171,-0.027,-14.464,141,1
7108,6.169,-0.038,-14.459,69,1
7109,6.18,-0.005,-14.449,170,1
7110,6.182,-0.016,-14.453,169,1
7111,6.182,-0.027,-14.453,166,1
7112,6.181,-0.038,-14.451,157,1
