6.209,-0.007,-14.63,51
6.211,-0.008,-14.613,76
6.212,-0.019,-14.616,28
6.222,-0.004,-14.611,113
6.22,-0.015,-14.603,174
6.223,-0.026,-14.611,46
6.233,-0.002,-14.6,170
6.235,-0.013,-14.605,92
6.235,-0.024,-14.604,79
6.241,-0.001,-14.596,174
6.241,-0.013,-14.597,125
6.242,-0.023,-14.598,104
6.244,-0.035,-14.602,13
6.25,-0.009,-14.591,165
6.252,-0.02,-14.595,90
6.251,-0.032,-14.594,63
6.264,-0.007,-14.588,170
6.265,-0.018,-14.59,130
6.264,-0.029,-14.586,110
6.267,-0.04,-14.594,26
6.269,-0.008,-14.578,167
6.273,-0.019,-14.585,149
6.271,-0.03,-14.582,110
6.275,-0.041,-14.59,27
6.279,-0.005,-14.574,172
6.279,-0.017,-14.575,168
6.279,-0.027,-14.575,104
6.283,-0.038,-14.583,54
6.294,-0.001,-14.573,171
6.292,-0.012,-14.569,173
6.294,-0.023,-14.573,135
6.293,-0.034,-14.571,100
6.301,-0.002,-14.568,177
6.3,-0.014,-14.568,172
6.303,-0.024,-14.573,146
6.3,-0.036,-14.566,123
6.308,-0.007,-14.56,172
6.309,-0.019,-14.562,173
6.309,-0.03,-14.561,104
6.31,-0.041,-14.564,35
6.321,-0.004,-14.552,171
6.321,-0.016,-14.552,167
6.323,-0.027,-14.557,123
6.321,-0.038,-14.553,106
6.333,-0.049,-14.581,45
6.332,-0.06,-14.58,51
6.333,-0.071,-14.581,45
6.332,-0.082,-14.58,49
6.332,-0.094,-14.579,50
6.333,-0.105,-14.58,53
6.332,-0.116,-14.578,49
6.329,-0.005,-14.549,167
6.331,-0.016,-14.552,174
6.331,-0.027,-14.552,138
6.332,-0.038,-14.554,119
6.339,-0.049,-14.571,66
6.339,-0.06,-14.57,70
6.339,-0.071,-14.571,70
6.338,-0.082,-14.57,69
6.339,-0.093,-14.573,68
6.339,-0.104,-14.572,72
6.339,-0.116,-14.571,73
6.338,-0.002,-14.544,174
6.339,-0.014,-14.545,174
6.34,-0.025,-14.548,145
6.339,-0.036,-14.545,129
6.347,-0.047,-14.564,123
6.347,-0.058,-14.564,126
6.347,-0.069,-14.563,130
6.347,-0.08,-14.565,132
6.347,-0.091,-14.563,138
6.346,-0.103,-14.562,136
6.346,-0.114,-14.562,141
6.346,-0.124,-14.561,151
6.352,-0.003,-14.539,174
6.351,-0.014,-14.536,173
6.353,-0.025,-14.542,130
6.352,-0.036,-14.539,118
6.36,-0.047,-14.558,114
6.36,-0.058,-14.557,114
6.36,-0.069,-14.557,116
6.359,-0.081,-14.554,117
6.36,-0.091,-14.558,118
6.36,-0.102,-14.557,108
6.36,-0.114,-14.558,108
6.359,-0.004,-14.533,175
6.359,-0.015,-14.534,170
6.361,-0.026,-14.537,99
6.361,-0.037,-14.537,68
6.37,-0.049,-14.559,64
6.369,-0.059,-14.556,73
6.371,-0.071,-14.559,74
6.369,-0.082,-14.555,77
6.369,-0.093,-14.556,71
6.37,-0.104,-14.557,71
6.369,-0.115,-14.556,66
6.369,-0.001,-14.53,166
6.369,-0.013,-14.529,173
6.37,-0.023,-14.531,116
6.369,-0.034,-14.53,70
6.384,-0.046,-14.564,58
6.382,-0.057,-14.56,55
6.383,-0.068,-14.561,64
6.383,-0.079,-14.561,61
6.382,-0.09,-14.559,61
6.384,-0.101,-14.564,59
6.383,-0.112,-14.561,60
6.383,-0.123,-14.562,51
6.381,-0.01,-14.524,168
6.382,-0.021,-14.527,107
6.382,-0.032,-14.526,81
6.389,-0.001,-14.518,168
6.389,-0.012,-14.519,167
6.39,-0.023,-14.521,120
6.391,-0.034,-14.523,73
6.397,-0.011,-14.512,167
6.399,-0.022,-14.516,119
6.4,-0.033,-14.518,63
6.409,-0.002,-14.505,176
6.41,-0.012,-14.509,90
6.412,-0.023,-14.513,71
6.421,-0.004,-14.51,142
6.422,-0.015,-14.511,122
6.423,-0.027,-14.514,47
6.429,-0.01,-14.503,121
6.431,-0.022,-14.507,35
6.441,-0.008,-14.495,82
6.45,-0.009,-14.494,75
20.53,-0.048,-50.861,17
20.549,-0.007,-50.785,19
20.544,-0.084,-50.772,20
20.543,-0.161,-50.77,49
20.56,-0.088,-50.73,21
20.567,-0.125,-50.746,25
20.567,-0.202,-50.747,29
20.578,-0.036,-50.687,28
20.579,-0.113,-50.688,27
20.604,-0.023,-50.61,23
20.623,-0.067,-50.575,34
20.618,-0.143,-50.562,40
21.624,-0.005,-52.936,62
21.629,-0.043,-52.948,43
20.649,-0.08,-50.549,18
21.627,-0.084,-52.943,57
21.628,-0.124,-52.945,41
21.634,-0.164,-52.961,31
20.645,-0.195,-50.539,17
20.672,-0.029,-50.471,21
21.674,-0.03,-52.917,89
21.674,-0.071,-52.917,77
20.673,-0.104,-50.471,20
21.673,-0.109,-52.913,87
21.671,-0.149,-52.908,97
21.671,-0.19,-52.91,76
21.703,-0.001,-52.901,44
21.698,-0.039,-52.888,56
21.699,-0.079,-52.892,66
21.704,-0.119,-52.902,39
21.701,-0.16,-52.896,55
20.697,-0.037,-50.359,27
21.624,-0.038,-52.616,22
21.633,-0.079,-52.638,50
20.702,-0.112,-50.372,28
21.638,-0.117,-52.648,27
21.646,-0.157,-52.669,32
20.721,-0.189,-50.417,12
21.642,-0.197,-52.659,34
20.722,-0.034,-50.299,28
21.46,-0.035,-52.092,77
20.717,-0.072,-50.289,40
21.463,-0.075,-52.099,56
21.464,-0.114,-52.101,77
20.726,-0.149,-50.309,37
21.465,-0.154,-52.104,72
21.467,-0.192,-52.108,50
20.743,-0.015,-50.27,86
20.742,-0.053,-50.268,97
