9.9616e+05,2.969,-0.241,-14.807
9.9616e+05,2.969,-0.252,-14.808
9.9616e+05,2.968,-0.262,-14.806
9.9616e+05,2.968,-0.273,-14.804
9.9616e+05,2.968,-0.283,-14.807
9.9616e+05,2.968,-0.294,-14.806
9.9616e+05,2.969,-0.304,-14.808
9.9616e+05,2.97,-0.315,-14.811
9.9619e+05,2.977,-0.238,-14.788
9.9619e+05,2.978,-0.249,-14.792
9.9619e+05,2.977,-0.259,-14.79
9.9619e+05,2.977,-0.269,-14.788
9.9619e+05,2.977,-0.28,-14.787
9.9619e+05,2.977,-0.291,-14.785
9.9619e+05,2.977,-0.301,-14.785
9.9619e+05,2.977,-0.312,-14.786
9.962e+05,2.977,-0.322,-14.786
9.962e+05,2.976,-0.333,-14.784
9.962e+05,2.977,-0.343,-14.785
9.962e+05,2.976,-0.354,-14.785
9.962e+05,2.976,-0.364,-14.783
9.962e+05,2.976,-0.375,-14.781
9.962e+05,2.976,-0.385,-14.781
9.962e+05,2.976,-0.396,-14.781
9.962e+05,2.975,-0.407,-14.776
9.962e+05,2.975,-0.417,-14.779
9.9621e+05,2.974,-0.427,-14.77
9.9623e+05,2.985,-0.239,-14.789
9.9623e+05,2.985,-0.25,-14.789
9.9624e+05,2.984,-0.26,-14.785
9.9624e+05,2.984,-0.271,-14.786
9.9624e+05,2.984,-0.281,-14.785
9.9624e+05,2.983,-0.292,-14.781
9.9624e+05,2.983,-0.302,-14.781
9.9624e+05,2.982,-0.313,-14.776
9.9624e+05,2.982,-0.323,-14.776
9.9624e+05,2.982,-0.333,-14.776
9.9624e+05,2.983,-0.344,-14.778
9.9624e+05,2.981,-0.354,-14.772
9.9625e+05,2.981,-0.365,-14.771
9.9625e+05,2.981,-0.375,-14.77
9.9625e+05,2.981,-0.386,-14.773
9.9625e+05,2.98,-0.396,-14.767
9.9625e+05,2.98,-0.407,-14.767
9.9625e+05,2.98,-0.417,-14.767
9.9625e+05,2.98,-0.428,-14.768
9.9629e+05,2.996,-0.245,-14.783
9.9629e+05,2.995,-0.255,-14.781
9.9629e+05,2.995,-0.266,-14.779
9.9629e+05,2.994,-0.276,-14.778
9.963e+05,2.995,-0.287,-14.78
9.963e+05,2.994,-0.297,-14.775
9.963e+05,2.994,-0.308,-14.776
9.963e+05,2.993,-0.319,-14.773
9.963e+05,2.993,-0.329,-14.769
9.963e+05,2.993,-0.34,-14.769
9.963e+05,2.993,-0.35,-14.769
9.963e+05,2.993,-0.36,-14.768
9.963e+05,2.992,-0.371,-14.766
9.963e+05,2.991,-0.381,-14.763
9.9631e+05,2.991,-0.392,-14.76
9.9631e+05,2.99,-0.403,-14.758
9.9631e+05,2.99,-0.412,-14.753
9.9631e+05,2.989,-0.423,-14.751
9.9637e+05,3.01,-0.241,-14.782
9.9637e+05,3.009,-0.251,-14.78
9.9637e+05,3.008,-0.261,-14.776
9.9637e+05,3.009,-0.272,-14.776
9.9637e+05,3.008,-0.282,-14.775
9.9637e+05,3.007,-0.293,-14.769
9.9638e+05,3.007,-0.303,-14.771
9.9638e+05,3.007,-0.314,-14.769
9.9638e+05,3.007,-0.324,-14.767
9.9638e+05,3.006,-0.335,-14.764
9.9638e+05,3.007,-0.345,-14.768
9.9638e+05,3.006,-0.356,-14.765
9.9638e+05,3.006,-0.366,-14.764
9.9638e+05,3.006,-0.377,-14.762
9.9638e+05,3.006,-0.387,-14.764
9.9638e+05,3.004,-0.398,-14.757
9.9639e+05,3.004,-0.408,-14.756
9.9639e+05,3.004,-0.419,-14.755
9.9647e+05,3.016,-0.249,-14.779
9.9647e+05,3.016,-0.259,-14.778
9.9647e+05,3.015,-0.27,-14.774
9.9647e+05,3.016,-0.28,-14.778
9.9647e+05,3.014,-0.291,-14.773
9.9647e+05,3.014,-0.301,-14.771
9.9647e+05,3.013,-0.312,-14.765
9.9647e+05,3.013,-0.322,-14.765
9.9648e+05,3.013,-0.333,-14.766
9.9648e+05,3.013,-0.343,-14.765
9.9648e+05,3.012,-0.354,-14.762
9.9648e+05,3.013,-0.364,-14.764
9.9648e+05,3.011,-0.375,-14.759
9.9648e+05,3.012,-0.386,-14.759
9.9648e+05,3.011,-0.396,-14.756
9.9648e+05,3.01,-0.406,-14.751
9.9648e+05,3.01,-0.417,-14.753
9.9657e+05,3.029,-0.255,-14.789
9.9657e+05,3.029,-0.265,-14.788
9.9657e+05,3.028,-0.276,-14.785
9.9657e+05,3.027,-0.287,-14.779
9.9657e+05,3.027,-0.297,-14.779
9.9657e+05,3.026,-0.307,-14.777
9.9657e+05,3.026,-0.318,-14.773
9.9657e+05,3.026,-0.328,-14.773
9.9657e+05,3.025,-0.339,-14.77
9.9657e+05,3.024,-0.35,-14.767
9.9658e+05,3.024,-0.359,-14.764
9.9658e+05,3.023,-0.37,-14.761
9.9658e+05,3.023,-0.38,-14.759
9.9658e+05,3.022,-0.391,-14.754
9.9658e+05,3.022,-0.402,-14.753
9.9658e+05,3.022,-0.412,-14.753
9.9665e+05,3.043,-0.315,-14.784
9.9665e+05,3.043,-0.324,-14.785
9.9665e+05,3.041,-0.335,-14.778
9.9665e+05,3.041,-0.346,-14.778
9.9665e+05,3.04,-0.356,-14.773
9.9665e+05,3.04,-0.367,-14.773
9.9665e+05,3.04,-0.377,-14.771
9.9665e+05,3.039,-0.387,-14.766
9.9666e+05,3.039,-0.398,-14.764
9.9666e+05,3.037,-0.408,-14.759
9.962e+05,2.976,-0.333,-14.784
9.962e+05,2.977,-0.343,-14.785
9.962e+05,2.976,-0.354,-14.785
9.962e+05,2.976,-0.364,-14.783
9.962e+05,2.976,-0.375,-14.781
9.962e+05,2.976,-0.385,-14.781
9.962e+05,2.976,-0.396,-14.781
9.962e+05,2.975,-0.407,-14.776
9.962e+05,2.975,-0.417,-14.779
9.9621e+05,2.974,-0.427,-14.77
9.9621e+05,2.975,-0.438,-14.778
9.9621e+05,2.975,-0.449,-14.777
9.9621e+05,2.974,-0.459,-14.774
9.9621e+05,2.976,-0.47,-14.781
9.9621e+05,2.975,-0.48,-14.778
9.9624e+05,2.982,-0.333,-14.776
9.9624e+05,2.983,-0.344,-14.778
9.9624e+05,2.981,-0.354,-14.772
9.9625e+05,2.981,-0.365,-14.771
9.9625e+05,2.981,-0.375,-14.77
9.9625e+05,2.981,-0.386,-14.773
9.9625e+05,2.98,-0.396,-14.767
9.9625e+05,2.98,-0.407,-14.767
9.9625e+05,2.98,-0.417,-14.767
9.9625e+05,2.98,-0.428,-14.768
9.9625e+05,2.979,-0.438,-14.762
9.9625e+05,2.98,-0.449,-14.767
9.9625e+05,2.98,-0.459,-14.763
9.9626e+05,2.98,-0.47,-14.764
9.9626e+05,2.979,-0.481,-14.761
9.9626e+05,2.979,-0.491,-14.762
9.9626e+05,2.979,-0.501,-14.759
9.9626e+05,2.979,-0.512,-14.761
9.9626e+05,2.978,-0.522,-14.756
9.963e+05,2.993,-0.329,-14.769
9.963e+05,2.993,-0.34,-14.769
9.963e+05,2.993,-0.35,-14.769
9.963e+05,2.993,-0.36,-14.768
9.963e+05,2.992,-0.371,-14.766
9.963e+05,2.991,-0.381,-14.763
9.9631e+05,2.991,-0.392,-14.76
9.9631e+05,2.99,-0.403,-14.758
9.9631e+05,2.99,-0.412,-14.753
9.9631e+05,2.989,-0.423,-14.751
9.9631e+05,2.99,-0.434,-14.756
9.9631e+05,2.989,-0.444,-14.75
9.9631e+05,2.989,-0.455,-14.751
9.9631e+05,2.989,-0.465,-14.75
9.9631e+05,2.988,-0.475,-14.746
9.9631e+05,2.988,-0.486,-14.745
9.9632e+05,2.987,-0.496,-14.743
9.9632e+05,2.988,-0.507,-14.746
9.9632e+05,2.987,-0.517,-14.74
9.9638e+05,3.006,-0.335,-14.764
9.9638e+05,3.007,-0.345,-14.768
9.9638e+05,3.006,-0.356,-14.765
9.9638e+05,3.006,-0.366,-14.764
9.9638e+05,3.006,-0.377,-14.762
9.9638e+05,3.006,-0.387,-14.764
9.9638e+05,3.004,-0.398,-14.757
9.9639e+05,3.004,-0.408,-14.756
9.9639e+05,3.004,-0.419,-14.755
9.9639e+05,3.003,-0.429,-14.751
9.9639e+05,3.003,-0.44,-14.75
9.9639e+05,3.003,-0.45,-14.749
9.9639e+05,3.002,-0.461,-14.743
9.9639e+05,3.002,-0.471,-14.746
9.9639e+05,3.001,-0.481,-14.74
9.9639e+05,3.001,-0.492,-14.739
9.9639e+05,3.001,-0.502,-14.742
9.964e+05,3.001,-0.513,-14.74
9.9648e+05,3.013,-0.343,-14.765
9.9648e+05,3.012,-0.354,-14.762
9.9648e+05,3.013,-0.364,-14.764
9.9648e+05,3.011,-0.375,-14.759
9.9648e+05,3.012,-0.386,-14.759
9.9648e+05,3.011,-0.396,-14.756
9.9648e+05,3.01,-0.406,-14.751
9.9648e+05,3.01,-0.417,-14.753
9.9648e+05,3.01,-0.427,-14.75
9.9649e+05,3.01,-0.438,-14.751
9.9649e+05,3.009,-0.448,-14.747
9.9649e+05,3.009,-0.458,-14.745
9.9649e+05,3.009,-0.469,-14.746
9.9649e+05,3.009,-0.479,-14.744
9.9649e+05,3.008,-0.49,-14.742
9.9649e+05,3.007,-0.501,-14.739
9.9649e+05,3.007,-0.511,-14.736
9.9657e+05,3.025,-0.339,-14.77
9.9657e+05,3.024,-0.35,-14.767
9.9658e+05,3.024,-0.359,-14.764
9.9658e+05,3.023,-0.37,-14.761
9.9658e+05,3.023,-0.38,-14.759
9.9658e+05,3.022,-0.391,-14.754
